Id,MSSubClass,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,OpenPorchSF,EnclosedPorch,PoolArea,PoolQC,Fence,MoSold,YrSold,SaleType,SalePrice
850,multi_level house,24.384,891.8688,Pave,Reg,Lvl,AllPub,FR2,Gtl,Zazerkalie,Feedr,1Fam,SLvl,6,7,1976,1994,CompShg,Plywood,Plywood,BrkFace,33.4451,Gd,Gd,CBlock,TA,TA,No,Unf,49.0528,49.0528,GasA,Ex,Y,SBrkr,101.6359,70.6992,0.0,172.3351,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,47.5663,TA,TA,Y,9.2903,0.0,0.0,,,8,2007,WD,4777850.0
851,cottage_settlem,10.9728,412.0248,Pave,Reg,Lvl,AllPub,Inside,Gtl,Koltsovo,Norm,TwnhsE,1Story,6,5,2003,2003,CompShg,VinylSd,VinylSd,BrkFace,15.7935,Gd,TA,PConc,Gd,TA,Av,GLQ,17.5587,78.7817,GasA,Ex,Y,SBrkr,78.7817,0.0,0.0,78.7817,1,0,1,1,Gd,3,Typ,0,,Attchd,Fin,2,39.0193,TA,TA,Y,0.0,0.0,0.0,,,11,2007,WD,3359825.0
852,cottage_settlem,,296.918,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,TwnhsE,1Story,8,5,2003,2003,CompShg,VinylSd,VinylSd,BrkFace,3.7161,Gd,TA,PConc,Gd,TA,Gd,Unf,118.2655,118.2655,GasA,Ex,Y,SBrkr,135.2668,0.0,0.0,135.2668,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2,37.1612,TA,TA,Y,1.8581,0.0,0.0,,,5,2006,WD,5843700.0
853,house_2floor_attic,16.1544,662.2126,Pave,Reg,Lvl,AllPub,Inside,Gtl,Leskovo,Norm,1Fam,2.5Unf,7,5,1941,1950,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,51.4683,85.285,GasA,Gd,Y,SBrkr,85.285,67.6334,0.0,152.9183,2,0,4,1,TA,7,Typ,2,Gd,Detchd,Unf,1,22.2967,TA,TA,Y,0.0,0.0,0.0,,MnPrv,8,2007,WD,4190200.0
854,multi_level house,,1123.6618,Pave,IR1,Lvl,AllPub,Corner,Gtl,Alpika,Norm,1Fam,SLvl,6,6,1964,1964,CompShg,MetalSd,HdBoard,BrkFace,10.6838,TA,Gd,CBlock,TA,TA,Gd,Rec,52.3044,104.7017,GasA,TA,Y,SBrkr,134.2448,0.0,0.0,134.2448,1,1,3,1,TA,7,Typ,1,Fa,Attchd,RFn,2,59.9224,TA,TA,Y,0.0,0.0,0.0,,MnPrv,8,2009,WD,5011760.0
855,house_1floor,31.0896,1664.8218,Pave,Reg,Lvl,AllPub,Inside,Gtl,Naberegnay,Norm,1Fam,1Story,5,4,1955,1974,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,34.5599,163.788,GasA,TA,Y,SBrkr,165.2744,0.0,0.0,165.2744,1,1,3,1,TA,6,Typ,1,Gd,Attchd,Unf,2,42.178,TA,TA,Y,38.8335,0.0,0.0,,,7,2006,WD,4620600.0
856,house_1floor,,640.752,Pave,IR1,Lvl,AllPub,Corner,Gtl,Naberegnay,Norm,1Fam,1Story,5,8,1962,2010,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,35.396,96.6191,GasA,Ex,Y,SBrkr,96.6191,0.0,0.0,96.6191,1,1,3,1,TA,6,Typ,0,,Detchd,Unf,1,24.1548,TA,TA,Y,9.6619,0.0,0.0,,,4,2010,WD,3856990.0
857,multi_level house,,1019.1459,Pave,IR1,Low,AllPub,Inside,Mod,Koltsovo,Norm,1Fam,SLvl,6,6,1978,1978,CompShg,Plywood,HdBoard,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,0.0,87.3288,GasA,TA,Y,SBrkr,95.3185,0.0,0.0,95.3185,1,0,3,1,TA,5,Typ,0,,Detchd,Unf,2,53.5121,TA,Fa,Y,0.0,3.1587,0.0,,MnPrv,10,2008,WD,3655890.0
858,house_2floor,19.812,754.8369,Pave,Reg,Lvl,AllPub,Inside,Gtl,Darvina,Norm,1Fam,2Story,6,5,1994,1995,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,Unf,65.2179,65.2179,GasA,Gd,Y,SBrkr,65.2179,72.3714,0.0,137.5893,2,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,31.8657,TA,TA,Y,3.3445,0.0,0.0,,,3,2009,WD,5519280.0
859,house_1floor,24.384,966.1912,Pave,Reg,Lvl,AllPub,Inside,Gtl,Pridonskoy,Norm,1Fam,1Story,7,5,1976,1976,CompShg,HdBoard,HdBoard,BrkFace,17.5587,TA,TA,CBlock,Gd,TA,No,Unf,101.2643,101.2643,GasA,TA,Y,SBrkr,127.2771,0.0,0.0,127.2771,2,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,44.5005,TA,TA,Y,0.0,0.0,0.0,,MnPrv,6,2009,WD,4821440.0
860,house_2floor,,1024.6272,Pave,IR1,Lvl,AllPub,Corner,Gtl,Pridonskoy,PosA,1Fam,2Story,6,7,1968,1984,CompShg,HdBoard,HdBoard,BrkFace,20.4387,TA,TA,CBlock,TA,TA,Mn,BLQ,40.4128,97.9198,GasA,TA,Y,SBrkr,140.4693,106.0952,0.0,246.5646,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,Unf,2,57.507,TA,TA,Y,6.0387,0.0,0.0,,,8,2006,WD,6795000.0
861,house_1floor_attic,16.764,709.9647,Pave,Reg,Lvl,AllPub,Corner,Gtl,Leskovo,Norm,1Fam,1.5Fin,7,8,1918,1998,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,84.7275,84.7275,GasA,Gd,Y,SBrkr,84.7275,47.7521,0.0,132.4797,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,20.067,TA,TA,Y,22.2967,0.0,0.0,,GdPrv,6,2007,WD,4853222.5
862,two_cottage,22.86,1079.9974,Pave,Reg,Lvl,AllPub,Inside,Gtl,Naberegnay,Norm,2fmCon,1Story,5,4,1965,1965,CompShg,Plywood,HdBoard,,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,18.3948,96.5262,GasA,Ex,Y,SBrkr,96.5262,0.0,0.0,96.5262,1,1,3,1,TA,6,Typ,0,,Attchd,Unf,2,46.8231,TA,TA,Y,0.0,0.0,0.0,,,4,2010,WD,3993655.0
863,house_1floor,24.6888,898.5578,Pave,Reg,Lvl,AllPub,Corner,Gtl,Daryino,Norm,1Fam,1Story,6,5,1984,1985,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,65.2179,96.6191,GasA,TA,Y,SBrkr,101.9146,0.0,0.0,101.9146,2,0,3,1,TA,6,Typ,0,,Attchd,Unf,2,44.5934,TA,TA,Y,0.0,0.0,0.0,,GdPrv,5,2010,WD,4616240.0
864,house_1floor,21.336,736.8137,Pave,Reg,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,1Story,5,5,1959,1959,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,0.0,106.6526,GasA,TA,Y,SBrkr,106.6526,0.0,0.0,106.6526,1,0,3,1,TA,6,Typ,0,,Attchd,Unf,1,62.4308,TA,TA,Y,0.0,0.0,0.0,,GdPrv,7,2009,WD,4202900.0
865,house_1floor,21.9456,802.6819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somovo,Norm,1Fam,1Story,7,5,2007,2008,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,127.4629,127.4629,GasA,Ex,Y,SBrkr,127.4629,0.0,0.0,127.4629,2,0,3,1,Gd,6,Typ,0,,Attchd,Fin,2,49.1457,TA,TA,Y,13.0064,0.0,0.0,,,5,2008,New,6231924.6
866,house_1floor,,812.9013,Pave,IR1,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,1Story,5,6,1970,1970,CompShg,MetalSd,MetalSd,BrkFace,7.0606,TA,TA,CBlock,TA,TA,No,BLQ,16.1651,93.0888,GasA,TA,Y,SBrkr,93.0888,0.0,0.0,93.0888,1,0,3,1,TA,5,Typ,0,,Detchd,Unf,2,83.7985,TA,TA,Y,0.0,0.0,0.0,,MnPrv,8,2009,WD,4710420.0
867,house_1floor,20.4216,989.9744,Pave,IR1,HLS,AllPub,Inside,Gtl,Shi,Norm,1Fam,1Story,8,5,2006,2007,CompShg,VinylSd,VinylSd,Stone,25.4554,Gd,TA,PConc,Gd,TA,Av,Unf,152.1751,152.1751,GasA,Ex,Y,SBrkr,152.9183,0.0,0.0,152.9183,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,80.8256,TA,TA,Y,7.4322,0.0,0.0,,,11,2007,New,6359395.0
868,house_1floor,25.908,647.5339,Pave,Reg,Lvl,AllPub,Corner,Gtl,Naberegnay,Feedr,1Fam,1Story,4,5,1961,1961,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,10.0335,96.6191,GasA,TA,Y,SBrkr,104.0514,0.0,0.0,104.0514,1,1,3,1,Fa,5,Typ,0,,Attchd,RFn,2,50.5392,TA,TA,Y,0.0,0.0,0.0,,,5,2007,WD,3295950.0
869,house_2floor,,1371.4341,Pave,IR2,Lvl,AllPub,Corner,Gtl,Darvina,Feedr,1Fam,2Story,5,6,1948,1950,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0.0,0.0,GasA,Gd,Y,SBrkr,143.7209,66.8902,4.9239,215.535,2,0,2,1,TA,7,Typ,1,TA,Attchd,Unf,2,62.4308,TA,TA,P,13.378,0.0,0.0,,,5,2006,WD,4593420.0
870,house_2floor,24.384,923.27,Pave,Reg,Lvl,AllPub,Inside,Gtl,Daryino,Norm,1Fam,2Story,7,5,1993,1994,CompShg,MetalSd,MetalSd,BrkFace,22.8541,Gd,TA,PConc,Gd,TA,No,GLQ,27.8709,97.5481,GasA,Ex,Y,SBrkr,98.663,82.405,0.0,181.0679,2,1,3,1,Gd,8,Typ,1,TA,Attchd,Fin,2,53.3263,TA,TA,Y,8.3613,0.0,0.0,,GdPrv,6,2010,WD,7167320.0
871,house_1floor,18.288,613.1598,Pave,Reg,Lvl,AllPub,Inside,Gtl,Alpika,PosN,1Fam,1Story,5,5,1962,1962,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,83.0553,83.0553,GasA,Gd,N,SBrkr,83.0553,0.0,0.0,83.0553,1,0,2,1,TA,5,Typ,0,,Detchd,Unf,1,28.6141,TA,TA,Y,0.0,0.0,0.0,,,8,2009,WD,3473340.0
872,house_2floor,21.336,812.9013,Pave,Reg,Lvl,AllPub,Inside,Gtl,Koltsovo,Norm,1Fam,2Story,6,5,1998,1998,CompShg,VinylSd,VinylSd,BrkFace,10.7767,TA,TA,PConc,Gd,TA,No,GLQ,27.778,74.694,GasA,Ex,Y,SBrkr,74.694,81.5688,0.0,156.2628,2,1,3,1,Gd,7,Typ,0,,Attchd,RFn,2,48.5883,TA,TA,Y,7.1535,0.0,0.0,,,6,2010,WD,6089185.0
873,house_1floor,22.5552,826.0935,Pave,Reg,Lvl,AllPub,Corner,Gtl,Alpika,Norm,1Fam,1Story,5,7,1953,1996,CompShg,WdShing,Wd Shng,,0.0,Gd,TA,Stone,TA,TA,Av,Unf,9.7548,9.7548,GasA,Gd,Y,SBrkr,84.5417,0.0,0.0,84.5417,1,0,3,1,Gd,5,Typ,0,,Attchd,Unf,2,38.4618,TA,TA,Y,0.0,13.9354,0.0,,GdWo,10,2008,WD,2884920.0
874,house_1floor,18.288,1128.214,Pave,Reg,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,1Story,5,7,1949,1950,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,TA,TA,No,Rec,42.4567,77.2953,GasA,Gd,Y,SBrkr,96.2475,0.0,21.5535,117.801,1,0,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,26.7561,TA,TA,Y,2.6013,0.0,0.0,,,9,2009,WD,4218760.0
875,house_1floor_attic,15.8496,531.4052,Pave,Reg,Lvl,AllPub,Inside,Gtl,Chigovka,Artery,1Fam,1.5Fin,5,6,1941,1950,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,62.8024,62.8024,GasA,Ex,Y,SBrkr,62.8024,42.2709,0.0,105.0733,1,1,3,1,TA,5,Typ,0,,Detchd,Unf,1,18.5806,TA,TA,Y,0.0,0.0,0.0,,,8,2009,WD,2109380.0
876,house_2floor,22.86,836.127,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somovo,Norm,1Fam,2Story,8,5,2007,2007,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,104.0514,109.9972,GasA,Ex,Y,SBrkr,109.9972,132.4797,0.0,242.4768,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,Fin,2,51.0966,TA,TA,Y,33.8167,0.0,0.0,,,8,2007,New,7753837.35
877,house_1floor,28.6512,2349.1453,Pave,Reg,HLS,AllPub,Inside,Mod,Petrovskie_ozera,Norm,1Fam,1Story,4,5,1963,1963,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,40.0412,98.8488,GasA,Gd,Y,SBrkr,96.6191,0.0,0.0,96.6191,1,0,3,1,TA,5,Typ,0,,Attchd,Unf,2,60.2011,TA,TA,Y,0.0,0.0,0.0,,,1,2007,WD,3378987.5
878,house_2floor,22.5552,820.7051,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,1Fam,2Story,9,5,2004,2005,CompShg,VinylSd,VinylSd,Stone,20.067,Gd,TA,PConc,Ex,TA,No,GLQ,27.1277,135.8242,GasA,Ex,Y,SBrkr,135.8242,70.7921,0.0,206.6163,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,Fin,3,68.5624,TA,TA,Y,0.0,0.0,0.0,,,6,2009,WD,11102000.0
879,multi_level house,26.8224,1094.5831,Pave,IR1,Lvl,AllPub,Inside,Gtl,Naberegnay,Norm,1Fam,SFoyer,5,7,1961,1995,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,19.5096,103.0294,GasA,TA,Y,SBrkr,107.303,0.0,0.0,107.303,1,0,3,1,Gd,6,Min2,0,,Detchd,Unf,2,53.5121,TA,TA,Y,0.0,0.0,0.0,,MnPrv,6,2010,WD,4494760.0
880,house_1floor,,650.321,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Koltsovo,Norm,1Fam,1Story,5,8,1978,2005,CompShg,VinylSd,VinylSd,BrkFace,8.3613,Gd,Gd,CBlock,TA,TA,No,ALQ,20.2529,80.2682,GasA,Ex,Y,SBrkr,80.2682,0.0,0.0,80.2682,1,0,3,1,TA,6,Typ,0,,Attchd,Unf,1,31.2154,TA,TA,Y,0.0,0.0,0.0,,GdWo,7,2009,WD,4329780.0
881,house_1floor,18.288,652.5507,Pave,Reg,Lvl,AllPub,Inside,Gtl,Pervozvanny,Norm,1Fam,1Story,5,5,2005,2006,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,10.2193,101.2643,GasA,Gd,Y,SBrkr,101.2643,0.0,0.0,101.2643,1,1,2,1,TA,5,Typ,0,,Attchd,Fin,2,41.8064,TA,TA,Y,4.5522,0.0,0.0,,,6,2007,WD,4011350.0
882,house_1floor_attic,13.4112,1278.1595,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Shi,Norm,1Fam,1.5Fin,7,5,1990,1991,CompShg,HdBoard,HdBoard,BrkFace,10.8697,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,23.5974,107.3959,GasA,Ex,Y,SBrkr,110.2759,49.2386,0.0,159.5145,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,37.1612,TA,TA,Y,3.3445,0.0,0.0,,,4,2007,WD,4790625.0
883,house_2floor,,895.2133,Pave,IR1,Lvl,AllPub,Corner,Gtl,Darvina,Norm,1Fam,2Story,6,5,1992,1993,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,75.0656,75.0656,GasA,Gd,Y,SBrkr,75.0656,72.9289,0.0,147.9945,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,RFn,2,36.1393,TA,TA,Y,3.7161,0.0,0.0,,MnPrv,12,2009,WD,5646160.0
884,house_2floor_attic,18.288,576.3702,Pave,Reg,Bnk,AllPub,Inside,Gtl,Lomonosova,Norm,1Fam,2.5Fin,4,5,1912,1950,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,TA,Fa,No,Unf,73.8579,73.8579,GasA,TA,N,SBrkr,88.6295,73.8579,44.6863,207.1737,1,0,5,1,TA,10,Typ,0,,Detchd,Unf,1,40.8773,TA,Gd,Y,17.4658,0.0,0.0,,,3,2006,WD,3220830.0
885,house_1floor,19.812,664.2564,Pave,Reg,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,1Story,5,5,1967,1967,CompShg,HdBoard,HdBoard,BrkFace,5.5742,TA,TA,CBlock,TA,TA,No,BLQ,42.7354,82.8695,GasA,TA,Y,SBrkr,82.8695,0.0,0.0,82.8695,1,0,3,1,TA,5,Typ,0,,Attchd,RFn,1,26.7561,TA,TA,Y,0.0,0.0,0.0,,GdWo,7,2009,WD,3172000.0
886,cottage_settlem,15.24,475.5705,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somovo,Norm,TwnhsE,1Story,9,5,1999,2000,CompShg,MetalSd,MetalSd,BrkFace,5.5742,Gd,TA,PConc,Ex,TA,Av,GLQ,42.7354,157.7493,GasA,Ex,Y,SBrkr,158.7712,0.0,0.0,158.7712,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2,47.0089,TA,TA,Y,6.0387,0.0,0.0,,,1,2008,CWD,8179743.0
887,duplex_united,21.336,779.7349,Pave,Reg,Lvl,AllPub,Corner,Gtl,Alpika,Norm,Duplex,1Story,5,5,1959,2005,CompShg,MetalSd,MetalSd,BrkFace,11.3342,TA,TA,CBlock,TA,TA,No,LwQ,102.0075,151.0603,GasA,Ex,Y,SBrkr,159.0499,0.0,0.0,159.0499,2,0,4,2,TA,8,Typ,0,,Attchd,Fin,2,54.627,TA,TA,Y,5.0168,0.0,0.0,,,6,2006,WD,3941100.0
888,house_1floor_attic,17.9832,1529.7408,Pave,IR1,Lvl,AllPub,Inside,Gtl,Pervozvanny,Norm,1Fam,1.5Fin,5,7,1955,1955,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,PConc,TA,TA,No,Unf,75.8088,75.8088,GasA,TA,Y,SBrkr,81.0114,48.4025,0.0,129.4139,1,1,3,1,TA,8,Typ,0,,Attchd,Unf,1,27.8709,TA,TA,Y,0.0,0.0,0.0,,,4,2008,WD,3369885.0
889,house_1floor,28.956,1473.9061,Pave,IR1,Lvl,AllPub,Inside,Mod,Alpika,Norm,1Fam,1Story,8,6,1970,1970,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,96.8978,205.966,GasA,Ex,Y,SBrkr,205.966,0.0,0.0,205.966,2,0,4,1,Gd,8,Typ,1,TA,Attchd,Unf,2,57.6928,TA,TA,Y,19.2309,0.0,0.0,,,10,2007,WD,6847400.0
890,house_1floor,39.0144,1129.7005,Pave,Reg,Lvl,AllPub,Inside,Gtl,Alpika,Feedr,1Fam,1Story,6,4,1953,1953,CompShg,Wd Sdng,Wd Sdng,BrkFace,8.3613,TA,TA,CBlock,TA,TA,No,BLQ,44.6863,139.819,GasA,Ex,Y,SBrkr,139.819,0.0,0.0,139.819,1,0,2,1,TA,6,Typ,1,TA,Attchd,RFn,2,46.916,TA,TA,Y,0.0,0.0,0.0,,,2,2009,WD,4742140.0
891,house_1floor_attic,18.288,749.1698,Pave,Reg,Lvl,AllPub,Corner,Gtl,Alpika,Artery,1Fam,1.5Fin,5,7,1949,2006,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,62.4308,62.4308,GasA,Ex,Y,SBrkr,62.4308,23.4116,0.0,85.8424,1,0,3,1,TA,6,Typ,1,Po,Detchd,Unf,2,53.5121,TA,TA,Y,0.0,0.0,0.0,,MnPrv,7,2007,WD,3140095.0
892,house_2floor,21.336,1039.0272,Pave,Reg,Lvl,AllPub,Inside,Gtl,Naberegnay,Norm,1Fam,2Story,6,5,1978,1978,CompShg,HdBoard,HdBoard,BrkFace,8.5471,TA,TA,CBlock,TA,TA,No,LwQ,17.8374,85.285,GasA,Gd,Y,SBrkr,85.285,71.0708,0.0,156.3557,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,40.8773,TA,TA,Y,0.0,0.0,0.0,,,7,2009,WD,5471700.0
893,house_1floor,21.336,781.6858,Pave,Reg,Lvl,AllPub,Inside,Gtl,Naberegnay,Norm,1Fam,1Story,6,8,1963,2003,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,36.7896,98.3843,GasA,TA,Y,SBrkr,99.2204,0.0,0.0,99.2204,1,0,3,1,TA,6,Typ,0,,Attchd,RFn,1,24.5264,TA,TA,Y,0.0,0.0,0.0,,MnPrv,2,2006,WD,4199310.0
894,house_1floor,,1234.1235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Naberegnay,PosN,1Fam,1Story,5,5,1954,1954,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,29.6361,128.4848,GasA,TA,Y,SBrkr,128.4848,0.0,0.0,128.4848,1,0,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,32.8877,TA,TA,Y,10.7767,0.0,0.0,,GdPrv,6,2008,WD,4103550.0
895,duplex_united,19.5072,651.9933,Pave,Reg,Bnk,AllPub,Inside,Gtl,Daryino,Norm,Duplex,1Story,5,5,1979,1979,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0.0,0.0,GasA,TA,Y,SBrkr,142.6061,0.0,0.0,142.6061,2,0,4,2,TA,8,Typ,0,,Attchd,Unf,2,37.1612,TA,TA,Y,0.0,0.0,0.0,,,6,2009,WD,3770175.76
896,house_2floor,21.6408,655.5236,Pave,Reg,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,2Story,6,5,1963,1963,CompShg,HdBoard,HdBoard,BrkFace,38.5547,TA,TA,CBlock,TA,TA,No,BLQ,35.3031,72.4643,GasA,TA,Y,SBrkr,91.3236,75.5301,0.0,166.8538,1,1,4,1,TA,8,Typ,1,TA,Attchd,RFn,2,44.8721,TA,TA,Y,4.6452,0.0,0.0,,,10,2008,WD,3481800.0
897,house_1floor,15.24,814.2948,Pave,Reg,Lvl,AllPub,Inside,Gtl,LesPolyana,Norm,1Fam,1Story,4,6,1936,1950,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,61.8734,88.3508,GasA,Ex,N,SBrkr,88.3508,0.0,0.0,88.3508,1,0,2,1,TA,6,Typ,0,,Detchd,Unf,1,30.3793,TA,TA,Y,2.6013,0.0,0.0,,,4,2006,WD,2894670.0
898,duplex_united,19.5072,651.9933,Pave,Reg,Lvl,AllPub,Inside,Gtl,Daryino,Feedr,Duplex,2Story,5,5,1979,1979,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0.0,0.0,GasA,TA,Y,SBrkr,104.0514,104.0514,0.0,208.1027,2,0,6,2,TA,12,Typ,0,,Detchd,Unf,2,49.0528,TA,TA,Y,0.0,0.0,0.0,,,6,2009,WD,4534469.16
899,house_1floor,30.48,1200.2139,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gardarika,Norm,1Fam,1Story,9,5,2009,2010,CompShg,VinylSd,VinylSd,Stone,70.6063,Ex,TA,PConc,Ex,TA,Gd,GLQ,13.1922,216.464,GasA,Ex,Y,SBrkr,219.6227,0.0,0.0,219.6227,2,1,2,1,Ex,11,Typ,2,Gd,Attchd,Fin,3,76.1805,TA,TA,Y,6.2245,0.0,0.0,,,3,2010,New,18576023.09
900,house_1floor,19.812,649.6707,Pave,Reg,Lvl,AllPub,Inside,Gtl,Naberegnay,Feedr,1Fam,1Story,5,7,1961,1994,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,41.5276,84.7275,GasA,TA,Y,SBrkr,114.8281,0.0,0.0,114.8281,1,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,1,26.7561,TA,TA,Y,0.0,0.0,0.0,,,6,2006,WD,3669300.0
901,house_1floor,,681.908,Pave,IR1,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,1Story,4,6,1971,1971,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,49.796,79.7108,GasA,TA,Y,SBrkr,79.7108,0.0,0.0,79.7108,1,0,2,1,TA,4,Typ,0,,Detchd,Unf,1,63.5457,TA,TA,Y,0.0,0.0,0.0,,,6,2007,WD,2810500.0
902,house_1floor,19.5072,809.3709,Pave,IR1,Lvl,AllPub,Inside,Gtl,Alpika,Norm,1Fam,1Story,5,7,1957,2000,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,12.2632,92.1598,GasA,TA,Y,SBrkr,121.3313,0.0,0.0,121.3313,1,0,2,1,TA,5,Typ,0,,Detchd,Unf,1,70.2347,TA,TA,Y,0.0,0.0,0.0,,,5,2009,WD,4853160.0
903,house_2floor,19.2024,731.6111,Pave,Reg,Lvl,AllPub,Inside,Gtl,Darvina,Norm,1Fam,2Story,7,5,2003,2003,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,72.743,72.743,GasA,Ex,Y,SBrkr,74.9727,65.2179,0.0,140.1906,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,36.5109,TA,TA,Y,6.9677,0.0,0.0,,,7,2006,WD,4892400.0
904,house_1floor,15.24,1380.4457,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Darvina,Norm,1Fam,1Story,7,5,2006,2006,CompShg,VinylSd,VinylSd,BrkFace,2.5084,Gd,TA,PConc,Gd,TA,No,Unf,155.148,155.148,GasA,Ex,Y,SBrkr,155.148,0.0,0.0,155.148,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,64.1031,TA,TA,Y,5.5742,0.0,0.0,,,8,2006,New,6523200.0
